1	Mahomet	35318	324	324	11.953911031910302
2	Saracens	35318	540	216	7.9692740212735345
3	Greek	35318	750	210	7.74790529846038
4	Arabs	35318	958	208	7.674115724189329
5	Roman	35318	1164	206	7.600326149918278
6	D	35318	1348	184	6.788640832936714
7	Constantinople	35318	1528	180	6.641061684394612
8	Christians	35318	1689	161	5.940060728819625
9	Arabian	35318	1838	149	5.497323283193317
10	Rome	35318	1984	146	5.386638921786741
11	Italy	35318	2125	141	5.202164986109112
12	Latin	35318	2264	139	5.128375411838062
13	Hist	35318	2403	139	5.128375411838062
14	Mecca	35318	2537	134	4.943901476160433
15	Egypt	35318	2667	130	4.796322327618331
16	Christian	35318	2791	124	4.574953604805177
17	Constantine	35318	2913	122	4.501164030534126
18	Abulfeda	35318	3032	119	4.390479669127549
19	Koran	35318	3150	118	4.353584881992023
20	Leo	35318	3266	116	4.279795307720972
21	Syria	35318	3381	115	4.242900520585446
22	Europe	35318	3488	107	3.9477422235012414
23	Franks	35318	3594	106	3.910847436365716
24	France	35318	3700	106	3.910847436365716
25	French	35318	3804	104	3.8370578620946647
26	Muratori	35318	3908	104	3.8370578620946647
27	Charlemagne	35318	4011	103	3.800163074959139
28	Byzantine	35318	4112	101	3.7263735006880876
29	Arabia	35318	4212	100	3.689478713552562
30	Jerusalem	35318	4311	99	3.6525839264170363
31	D’Herbelot	35318	4409	98	3.615689139281511
32	Normans	35318	4502	93	3.431215203603883
33	Moslems	35318	4594	92	3.394320416468357
34	Turks	35318	4684	90	3.320530842197306
35	M	35318	4774	90	3.320530842197306
36	Spain	35318	4863	89	3.2836360550617805
37	Medina	35318	4951	88	3.2467412679262546
38	Turkish	35318	5037	86	3.1729516936552034
39	Ali	35318	5121	84	3.099162119384152
40	Sicily	35318	5204	83	3.0622673322486267
41	Asia	35318	5287	83	3.0622673322486267
42	Romans	35318	5370	83	3.0622673322486267
43	Christ	35318	5448	78	2.8777933965709983
44	William	35318	5522	74	2.730214248028896
45	Persian	35318	5595	73	2.6933194608933704
46	Africa	35318	5667	72	2.656424673757845
47	Damascus	35318	5739	72	2.656424673757845
48	Omar	35318	5810	71	2.619529886622319
49	Persia	35318	5880	70	2.5826350994867937
50	Arabic	35318	5949	69	2.545740312351268
51	Antioch	35318	6014	65	2.3981611638091653
52	Robert	35318	6078	64	2.36126637667364
53	Germany	35318	6141	63	2.324371589538114
54	Jews	35318	6202	61	2.250582015267063
55	Ducange	35318	6263	61	2.250582015267063
56	Gagnier	35318	6323	60	2.2136872281315374
57	Pagi	35318	6381	58	2.139897653860486
58	Abulpharagius	35318	6439	58	2.139897653860486
59	Norman	35318	6497	58	2.139897653860486
60	Elmacin	35318	6554	57	2.1030028667249603
61	Abu	35318	6610	56	2.066108079589435
62	Gutenberg-tm	35318	6665	55	2.029213292453909
63	Alexius	35318	6719	54	1.9923185053183836
64	Latins	35318	6773	54	1.9923185053183836
65	Bagdad	35318	6827	54	1.9923185053183836
66	Annal	35318	6880	53	1.955423718182858
67	Mahometan	35318	6933	53	1.955423718182858
68	Nicephorus	35318	6985	52	1.9185289310473324
69	Pocock	35318	7037	52	1.9185289310473324
70	Palestine	35318	7086	49	1.8078445696407555
71	Caled	35318	7135	49	1.8078445696407555
72	Theophanes	35318	7183	48	1.7709497825052298
73	Liutprand	35318	7229	46	1.6971602082341786
74	Gregory	35318	7274	45	1.660265421098653
75	Bibliotheque	35318	7318	44	1.6233706339631273
76	John	35318	7362	44	1.6233706339631273
77	Arabians	35318	7406	44	1.6233706339631273
78	Abbassides	35318	7449	43	1.5864758468276017
79	Paulicians	35318	7492	43	1.5864758468276017
80	Russians	35318	7535	43	1.5864758468276017
81	Euphrates	35318	7578	43	1.5864758468276017
82	Apulia	35318	7621	43	1.5864758468276017
83	Charles	35318	7663	42	1.549581059692076
84	Anna	35318	7705	42	1.549581059692076
85	Koreish	35318	7747	42	1.549581059692076
86	Greece	35318	7788	41	1.5126862725565504
87	Godfrey	35318	7829	41	1.5126862725565504
88	Italian	35318	7870	41	1.5126862725565504
89	St_Peter	35318	7911	41	1.5126862725565504
90	Paris	35318	7952	41	1.5126862725565504
91	Guignes	35318	7993	41	1.5126862725565504
92	Guiscard	35318	8033	40	1.4757914854210248
93	Catholics	35318	8073	40	1.4757914854210248
94	Cedrenus	35318	8113	40	1.4757914854210248
95	Vit	35318	8151	38	1.4020019111499735
96	Hungarians	35318	8188	37	1.365107124014448
97	Roger	35318	8225	37	1.365107124014448
98	D’Anville	35318	8262	37	1.365107124014448
99	Amrou	35318	8299	37	1.365107124014448
100	Zonaras	35318	8335	36	1.3282123368789225
