1	Roman	29806	356	356	14.09169896014345
2	Rome	29806	684	328	12.98336308687374
3	Theodosius	29806	988	304	12.033360909785419
4	Italy	29806	1234	246	9.737522315155305
5	Gaul	29806	1434	200	7.916684809069354
6	Attila	29806	1634	200	7.916684809069354
7	Constantinople	29806	1812	178	7.045849480071725
8	Goths	29806	1986	174	6.887515783890338
9	Gothic	29806	2147	161	6.37293127130083
10	Huns	29806	2294	147	5.8187633346659755
11	Honorius	29806	2440	146	5.779179910620629
12	Imperial	29806	2584	144	5.700013062529935
13	Christian	29806	2724	140	5.541679366348548
14	Barbarian	29806	2857	133	5.264595398031121
15	D	29806	2989	132	5.225011973985774
16	Stilicho	29806	3113	124	4.908344581622999
17	Franks	29806	3233	120	4.750010885441612
18	Hist	29806	3352	119	4.710427461396265
19	Zosimus	29806	3470	118	4.670844037350919
20	Claudian	29806	3586	116	4.591677189260225
21	Africa	29806	3696	110	4.3541766449881445
22	Alaric	29806	3806	110	4.3541766449881445
23	Vandals	29806	3915	109	4.314593220942798
24	Clovis	29806	4024	109	4.314593220942798
25	Gregory	29806	4132	108	4.275009796897451
26	Tillemont	29806	4239	107	4.235426372852104
27	Eccles	29806	4337	98	3.8791755564439834
28	Spain	29806	4432	95	3.760425284307943
29	Valentinian	29806	4520	88	3.4833413159905158
30	Mem	29806	4593	73	2.8895899553103144
31	Tours	29806	4666	73	2.8895899553103144
32	Sidonius	29806	4737	71	2.810423107219621
33	Visigoths	29806	4806	69	2.7312562591289273
34	Maximus	29806	4874	68	2.6916728350835806
35	Arcadius	29806	4941	67	2.652089411038234
36	M	29806	5006	65	2.5729225629475403
37	Ravenna	29806	5071	65	2.5729225629475403
38	Theodoric	29806	5136	65	2.5729225629475403
39	Britain	29806	5200	64	2.5333391389021935
40	Procopius	29806	5264	64	2.5333391389021935
41	Jornandes	29806	5328	64	2.5333391389021935
42	Bell	29806	5391	63	2.4937557148568463
43	Rufinus	29806	5453	62	2.4541722908114996
44	Christianity	29806	5515	62	2.4541722908114996
45	Latin	29806	5577	62	2.4541722908114996
46	Carthage	29806	5639	62	2.4541722908114996
47	Greek	29806	5700	61	2.414588866766153
48	France	29806	5761	61	2.414588866766153
49	Chrysostom	29806	5821	60	2.375005442720806
50	Genseric	29806	5881	60	2.375005442720806
51	Orosius	29806	5941	60	2.375005442720806
52	Milan	29806	6000	59	2.3354220186754593
53	Ambrose	29806	6059	59	2.3354220186754593
54	Danube	29806	6118	59	2.3354220186754593
55	Priscus	29806	6174	56	2.216671746539419
56	Constantine	29806	6229	55	2.1770883224940722
57	Majorian	29806	6284	55	2.1770883224940722
58	Germany	29806	6339	55	2.1770883224940722
59	Gutenberg-tm	29806	6394	55	2.1770883224940722
60	Gratian	29806	6447	53	2.0979214744033787
61	Vandal	29806	6500	53	2.0979214744033787
62	Christians	29806	6552	52	2.058338050358032
63	Sozomen	29806	6604	52	2.058338050358032
64	Jerom	29806	6654	50	1.9791712022673384
65	Alps	29806	6704	50	1.9791712022673384
66	Burgundians	29806	6752	48	1.900004354176645
67	Catholics	29806	6800	48	1.900004354176645
68	Europe	29806	6848	48	1.900004354176645
69	Germans	29806	6895	47	1.8604209301312982
70	Avitus	29806	6942	47	1.8604209301312982
71	Egypt	29806	6989	47	1.8604209301312982
72	Rhine	29806	7036	47	1.8604209301312982
73	Arian	29806	7082	46	1.8208375060859514
74	Augustin	29806	7128	46	1.8208375060859514
75	Eutropius	29806	7173	45	1.7812540820406046
76	Vit	29806	7218	45	1.7812540820406046
77	Placidia	29806	7263	45	1.7812540820406046
78	Augustus	29806	7307	44	1.7416706579952579
79	Marcellinus	29806	7350	43	1.7020872339499111
80	Saxons	29806	7391	41	1.6229203858592176
81	Leo	29806	7432	41	1.6229203858592176
82	Paganism	29806	7472	40	1.5833369618138708
83	Anthemius	29806	7512	40	1.5833369618138708
84	Cons	29806	7550	38	1.5041701137231773
85	Socrates	29806	7587	37	1.4645866896778306
86	Idatius	29806	7622	35	1.385419841587137
87	African	29806	7657	35	1.385419841587137
88	Ricimer	29806	7692	35	1.385419841587137
89	Paris	29806	7726	34	1.3458364175417903
90	Greeks	29806	7760	34	1.3458364175417903
91	Odoacer	29806	7793	33	1.3062529934964435
92	Scythia	29806	7826	33	1.3062529934964435
93	British	29806	7859	33	1.3062529934964435
94	Antioch	29806	7892	33	1.3062529934964435
95	Alani	29806	7924	32	1.2666695694510968
96	Theodoret	29806	7956	32	1.2666695694510968
97	Cod	29806	7988	32	1.2666695694510968
98	Pagans	29806	8020	32	1.2666695694510968
99	Gallic	29806	8052	32	1.2666695694510968
100	Boniface	29806	8083	31	1.2270861454057498
